record_id,disease_domain,organization___1,organization___2,organization___3,organization___4,organization___5,organization___6,organization___7,organization___8,organization___9,organization___10,leadership,professional_position,years_professional_experience,country,curation_orgs___1,curation_orgs___2,curation_orgs___3,curation_orgs___4,curation_orgs___5,curation_orgs___6,other_orgs,gender,clin_diag_setting,research_purposes,returning_to_patients,discussing_with_patients,discussing_with_labs,multidisciplinary_meeting,vcep_gcep,genetic_variant_assessment,variant_volume,proportion_vus,functional_data_avail,reinterpretation_vus_1,reinterpretation_vus_2,conflicting_evidence,handling_conflicting_evid,eval_func_data_research,curate_func_data_class,use_func_data_clin_setting,req_func_evidence_diag_lab,req_func_evid_research_lab,req_hearing_vision_lab,req_not_hearing_vision_lab,other_activities,biochemical_assays,splice_transcriptomics,pat_cell_models,gene_edit_cell,unclear_mech,animal_models,ko_mouse_models,ki_mouse_models,zf_mo,zf_ko,zf_ki,fly_ortholog,fly_no_orth,other_categories,func_data_literature,func_data_distilled_lit,func_data_mouse_db,func_data_zf_db,func_data_mavedb,func_data_xenbase_db,func_data_other_db,func_predictors,func_data_mave_db,acmg_amp_guidelines,func_evidence_guidelines,splice_evid_guideline,vcep_specific_guidelines,svi_func_assay_assessment,hearing_loss_guidelines,mult_hl_genes_vcep,otof_myo15a_hl_genes_vcep,rpe65_lca_rd_vcep1,myoc_glaucoma_vcep,other_func_evid_guidelines,insuff_training,insuff_lof,insuff_gof,dom_neg_literature,haplo_databases,red_pen_lit,quality_func_evid,accuracy_func_evid,locating_primary_lit,var_databases,under_func_evi,under_databases,transcripts_hear_vision,other_barriers,workshops_on_use_func_data,ceu_cme_credit,non_ceu_cme_credit,online_training_worksheets,general_guidelines,gene_specific_guidelines,disease_spec_guidelines,access_clinvar_func_data,access_stand_interp_data,request_func_data,request_mave,other_access,literature_clin_utility,mave_clin_utility,more_clin_stud_clin_util,more_clin_stud_maves,clinvar_transc_statement,gene_level_plof,gene_level_dif_var,gene_level_func_evid,primary_lit,exp_design_clinvar,lof_gof_dom_neg,confidence_accuracy,links_to_primary_data,multiple_sources_listed,multiple_conflict_sources,standardized_interp,final_comments,assessment_of_current_and_future_approaches_to_add_complete
93,V,0,1,0,0,0,0,0,0,0,0,0,Research scientist,6-10,Switzerland,0,0,0,0,0,0,"",Female,3,2,2,2,2,2,2,1,More than 100,Many,Some,11-25,Many,Yes,"As I am lucky to work in a research genetic lab myself, I performed a new functional validation and confirmed one of the previous assessments.",2,2,3,2,2,2,2,"",4,5,5,4,3,4,4,4,3,4,4,4,2,"",6,6,5,1,1,1,1,5,1,6,5,6,6,1,1,5,1,6,1,Maybe those:  PMID: 31690835  PMID: 30192042,2,1,3,3,2,4,4,4,3,1,2,2,5,Paid access to some publications that describe details of the functional evidence. Not enough data on the assay details in the published literature.,5,5,5,4,4,4,5,5,5,5,5,I don't have any additional but I strongly support the trainings and more accessible ACMG meetings plus the idea of the ability to request generation of functional data for an individual variant!,2,3,4,4,5,4,4,4,4,5,5,5,4,5,5,3,"",2
95,H+V,0,0,1,0,0,0,0,1,0,0,1,Variant review scientist,6-10,Germany,1,1,1,1,1,1,"OMIM, ClinVar, HGMD, Mastermind, GeneReviews",Male,2,2,2,1,1,3,3,1,More than 100,Many,Some,26-50,A moderate amount,Yes,Not applying either PS3 or BS3 at any level strenght.,2,2,2,1,1,1,1,"",4,4,3,4,2,4,4,4,4,4,4,4,4,"",6,4,4,3,3,3,3,3,2,2,6,6,6,6,6,6,,6,6,"",4,4,4,4,4,4,4,4,5,5,5,5,5,"",5,4,4,3,5,5,5,4,4,5,3,"",3,3,5,4,5,4,4,4,5,5,5,4,4,5,5,4,"",2
98,H+V,1,0,0,0,0,0,0,0,0,0,0,Laboratory medical geneticist,0-5,Netherlands,1,0,0,0,0,0,"",Female,2,1,2,1,2,2,2,1,More than 100,Many,Some,26-50,Very many,No,"",2,2,2,2,1,1,1,"",5,5,5,4,2,3,3,2,3,3,2,3,1,"",5,4,4,4,1,1,1,5,1,4,5,6,6,1,5,5,5,6,5,"",3,1,4,4,2,4,4,4,3,3,4,5,3,"",4,4,4,,3,3,3,5,5,5,5,"",2,3,5,4,5,4,4,5,5,4,3,3,3,4,4,4,"",2
102,H,1,0,0,0,0,0,0,0,0,0,0,Research scientist,6-10,Qatar,0,0,0,0,0,1,"",Male,1,2,1,1,1,1,1,1,More than 100,Many,Some,1-10,Some,No,"",2,2,1,1,2,1,2,none,4,4,5,4,3,4,5,4,3,4,4,4,3,"",6,4,5,5,5,5,4,4,3,6,4,3,3,3,3,2,2,2,2,"",4,4,4,4,4,4,4,4,3,4,3,3,2,"",4,4,4,4,4,4,4,4,3,4,4,"",4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,"",2
103,H+V,1,0,0,0,0,1,0,0,0,0,0,Clinical geneticist,0-5,Denmark,0,0,0,0,0,0,"",Male,2,3,1,1,2,2,1,1,More than 100,Very many,Some,1-10,,Yes,The evidence was discussed in Multidiciplinary teams or with other peers according to the ClinGen disease-specific classification guidelines or the ClinGen PS3/BS3 guideline.  ,3,1,2,3,3,3,3,"",4,4,3,4,2,3,4,4,2,3,3,2,2,"",5,3,1,1,1,1,1,5,1,5,6,6,5,5,6,6,6,6,6,"",4,4,4,4,4,3,4,3,2,2,3,3,3,"",4,,,3,3,5,5,4,4,5,3,"",2,2,4,4,5,,4,4,5,4,5,4,5,5,5,3,"",2
104,H,1,0,0,0,0,0,0,0,0,0,1,Research scientist,More than 20,Spain,1,0,0,0,0,0,"",Male,2,2,2,3,2,2,2,1,51-100,A moderate amount,Some,1-10,Some,No,"",2,2,2,1,2,2,2,"",5,5,5,4,3,4,3,4,3,3,3,3,2,"",5,5,5,3,3,3,3,4,4,5,6,6,5,6,6,6,6,6,6,"",2,2,3,3,3,4,2,2,1,1,1,1,,"",5,4,4,4,4,4,5,5,5,5,5,"",4,4,3,3,5,4,4,4,5,4,4,4,4,4,4,4,"",2
112,V,1,0,0,0,0,0,0,0,0,0,1,Research scientist,16-20,Australia,1,0,0,0,0,0,"",Female,,2,2,2,2,2,2,1,51-100,Very many,Some,1-10,A moderate amount,Yes,"As part of a ClinGen VCEP, we developed recommendations based on the Brnich et al paper (PMID 31892348). If results from different assays are conflicting for a single variant, then the result from the assay with the highest level of validation and a conclusive result can override the result from the other assay. However, if the results from the study with the highest level of validation are inconclusive , then functional evidence is not used for that variant.",2,,,2,2,2,2,"",5,5,5,3,1,5,5,5,4,4,4,3,3,"",6,6,5,1,1,1,1,6,4,6,6,6,6,6,6,5,5,5,6,"",3,3,3,3,3,1,3,2,3,4,4,4,2,"",3,1,2,3,4,4,2,5,5,5,5,"",2,2,3,3,4,4,4,4,5,5,5,3,4,5,5,4,"",2
113,H,1,0,0,0,0,1,0,0,0,0,1,Clinical geneticist,11-15,Czechia,0,0,0,0,0,0,"",Female,2,2,2,2,2,3,3,1,26-50,Many,Some,1-10,None,Yes,"it is often an overestimation of the pathogenic variant, even though other evidence suggests otherwise and population data on the variant are also quite high.",2,2,2,3,2,3,3,"",3,4,2,3,3,3,3,3,2,2,2,2,2,"",6,6,,2,1,1,1,6,1,6,1,1,1,1,4,2,2,2,2,"",4,4,4,4,4,5,4,3,3,4,3,3,3,"",5,5,5,3,3,4,,3,5,5,2,"",3,3,4,4,5,3,4,2,4,4,5,4,5,5,5,5,"",2
115,H+V,1,0,0,0,0,0,0,0,0,0,0,Variant review scientist,0-5,Germany,0,0,0,0,0,1,"",Female,2,1,2,1,1,2,1,1,More than 100,Many,Some,11-25,Many,Yes,"Assessment of the functional studies by considering the model organism(s) utilized, assay calibration, usage of negative and positive controls, type of experiments performed, impact factor of the publishing journal. Weighing the studies against each other and consulting with other professionals.",1,1,2,2,1,1,1,"",4,4,4,4,2,4,5,5,4,4,4,3,3,"",5,,2,2,1,1,1,6,1,5,2,2,4,1,5,5,5,5,5,"",4,3,3,3,3,3,5,5,1,1,4,3,3,"Somewhat often it is very difficult and time consuming to evaluate the validity of the functional assay and its significance in relation to a VUS. Whether the right assay type, (sufficient and) appropriate controls were used and how well the statistical analysis was performed.",5,3,4,2,2,4,4,4,4,5,2,Functional data needs to be standardized and marked reliable / usable (e.g. through VCEPs) to apply the appropriate criteria at an indicated weight (i.e. STR / MOD / SUP). ,3,2,2,2,5,4,5,5,4,3,4,5,2,5,5,5,"",2
117,H,0,1,0,0,0,0,0,0,0,0,1,Research scientist,More than 20,Israel,1,0,0,0,0,0,"",Female,1,2,1,1,2,2,2,1,More than 100,Very many,None,1-10,Very many,No,"",2,2,1,2,2,2,2,"",5,5,5,5,5,5,5,5,5,5,5,3,1,"",6,6,6,1,1,1,1,6,1,6,1,,6,6,6,6,6,1,1,"",1,1,1,1,1,1,1,1,1,1,1,1,1,"",5,5,3,3,5,5,5,5,5,5,5,"",2,2,4,3,5,5,5,5,5,2,5,4,4,4,4,4,"",2
119,V,0,0,0,0,0,0,1,0,0,0,1,Lab director,More than 20,Japan,1,0,0,0,0,1,"",Male,2,2,2,1,2,2,2,1,More than 100,A moderate amount,A moderate amount,26-50,A moderate amount,Yes,Potential disease variant did not develop disease phenotyp in knock-in mice,2,2,2,2,2,2,2,"",5,5,5,4,3,5,4,5,4,4,5,3,3,"",6,4,5,5,5,5,5,6,5,6,6,6,5,6,1,1,1,6,6,"",1,1,1,1,1,1,1,1,1,1,1,1,1,"",5,5,5,4,4,4,4,5,5,5,4,"",5,5,5,5,5,4,3,3,5,5,5,5,5,5,5,5,"",2
123,H,1,0,0,0,0,0,0,0,0,0,0,Research scientist,0-5,Spain,0,0,0,0,0,0,"",Female,1,2,1,1,1,2,1,1,26-50,A moderate amount,Some,1-10,A moderate amount,No,"",1,1,1,1,1,1,1,"",2,3,5,5,5,5,5,5,5,5,5,4,2,"",4,5,6,1,1,1,1,6,1,4,1,1,1,,4,1,1,1,1,"",3,3,3,3,3,3,3,3,4,4,5,3,5,"",5,3,3,5,4,5,4,5,5,5,4,"",3,3,4,4,5,4,4,3,3,4,5,5,5,5,5,4,"",2
124,V,0,1,0,0,0,0,0,0,0,0,1,Research scientist,6-10,Australia,1,0,0,0,0,0,"",Female,1,2,2,2,3,3,2,1,51-100,Many,Some,None,None,No,"",3,2,2,3,3,3,3,"",3,2,1,2,2,2,2,2,2,2,1,1,1,"",4,4,2,1,1,1,1,6,5,5,4,4,5,4,1,1,1,1,1,"",4,4,4,4,4,4,4,4,4,4,4,4,4,"",4,1,2,4,4,4,4,2,3,3,3,"",3,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,"",2
125,H,1,0,0,0,0,0,0,0,0,0,0,Clinical geneticist,11-15,Belgium,0,0,0,0,0,0,"",Male,2,2,2,2,2,1,1,1,More than 100,Very many,Some,11-25,Many,Yes,"",2,2,2,2,2,2,2,"",3,4,4,3,2,1,1,1,1,1,1,1,1,"",6,6,3,2,2,2,2,6,1,6,6,6,3,4,3,3,3,3,3,"",3,3,3,3,3,4,4,4,2,3,2,3,3,"",4,4,4,4,3,3,4,5,4,4,3,"",3,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,"",2
126,H,0,0,0,0,0,0,0,0,0,1,0,Other,0-5,Pakistan,0,0,0,0,0,1,"",Female,3,2,2,2,3,3,3,1,11-25,Some,,1-10,None,No,"",2,3,3,1,3,3,1,"",4,3,1,1,1,1,1,1,1,1,1,1,1,"",4,6,4,1,1,1,,6,1,5,4,4,1,3,5,4,4,1,1,"",3,3,3,4,4,4,3,3,3,3,2,2,1,"",3,4,4,3,3,3,3,4,4,4,3,"",2,2,4,3,5,4,3,4,4,5,5,4,5,,5,4,"",2
132,V,1,0,0,0,0,0,0,0,0,0,0,Clinical geneticist,11-15,Portugal,0,0,0,0,0,0,"",Female,3,3,2,2,3,2,3,1,26-50,A moderate amount,Some,11-25,Some,No,"",3,3,3,3,3,3,3,"",4,3,4,3,3,3,3,3,3,3,3,3,4,"",4,4,3,3,3,3,3,4,3,5,5,5,4,5,4,4,4,5,5,"",3,3,4,4,3,3,4,3,2,2,2,3,3,"",5,5,5,5,4,4,3,3,4,3,3,"",3,2,2,2,4,3,3,3,3,2,4,4,4,4,4,3,"",2
142,H,1,0,0,1,0,0,0,0,0,0,0,Clinical geneticist,0-5,United States of America,1,0,0,0,0,0,"",Female,3,2,2,2,3,3,2,1,11-25,Many,Some,1-10,None,Yes,Given it less weight compared to clinical cases,2,2,3,3,3,2,3,"",3,3,3,2,2,4,3,4,3,3,4,2,1,"",4,3,3,3,2,2,2,3,3,6,5,4,5,4,4,5,5,4,3,"",4,3,3,3,2,4,4,4,2,3,4,4,4,"",4,5,3,4,4,5,4,3,3,4,3,"",2,2,4,5,5,4,5,5,4,4,4,3,4,4,4,3,Not all functional studies are created equally - this is part of what makes incorporating it in a standard way into variant assessment challending.,2
143,H,0,0,0,0,0,1,0,0,0,0,0,Clinical geneticist,More than 20,Spain,1,0,0,0,0,0,"",Male,2,2,1,1,2,2,2,1,51-100,A moderate amount,Some,1-10,Some,Yes,"",1,2,2,2,2,2,2,"",2,3,4,4,2,4,2,4,3,2,3,3,1,"",4,3,4,3,3,2,3,4,2,4,5,5,3,4,4,5,5,,5,"",3,2,3,3,3,2,5,5,4,4,4,4,4,"",3,4,4,4,3,3,5,4,4,5,4,"",4,4,3,3,5,4,4,2,4,4,5,5,4,5,5,5,"",2
144,H,1,0,0,0,0,0,0,0,0,0,1,Lab director,6-10,United States of America,1,0,0,0,0,0,"",Female,2,2,1,1,2,2,2,1,More than 100,Very many,Some,1-10,Some,Yes,"Evaluate the functional evidence including in vitro vs. in vivo (or animal models), year of publication, experimental set up including controls and data quality  ",2,3,2,3,3,3,3,n/a,4,5,4,4,5,5,4,5,5,4,5,4,3,n/a,5,5,5,5,4,4,4,4,4,5,5,5,6,5,5,6,6,5,5,n/a,3,1,1,1,1,3,3,3,2,3,4,3,3,n/a,5,5,4,4,4,5,5,5,5,5,5,"",5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,"",2
146,V,1,0,0,0,0,0,0,0,0,0,1,Variant review scientist,More than 20,United States of America,1,0,0,0,0,0,"",Female,1,2,2,2,2,2,2,1,More than 100,A moderate amount,Some,None,None,No,"",3,3,1,1,1,1,1,rna seq for splicing,5,5,3,3,,5,5,5,1,5,5,3,3,"",6,6,6,5,3,3,3,6,5,6,5,6,6,5,1,1,1,1,1,"",3,2,4,3,2,3,4,4,3,4,2,4,4,"",5,5,4,4,5,5,5,3,4,4,5,"",3,2,3,4,4,5,5,5,4,5,4,3,5,4,5,5,"",2
149,H,1,0,0,0,0,0,0,0,0,0,0,Pathologist,11-15,India,0,0,0,0,0,1,"",Male,3,3,3,3,1,3,3,1,1-10,Some,None,None,None,No,"",2,2,3,1,1,1,3,"",2,2,1,1,1,1,1,1,1,1,1,,1,"",3,3,,1,1,1,1,1,1,4,2,2,2,2,2,2,2,,,"",4,4,4,4,4,4,4,4,5,5,5,5,5,"",5,1,1,1,4,4,4,4,4,4,4,"",3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,"",2
153,H,1,0,0,0,0,0,0,0,0,0,0,Lab technician,0-5,Iran,0,0,0,0,0,0,"",Male,3,2,2,2,2,3,3,1,,,Some,,,,"",2,2,2,2,2,2,2,"",,4,,4,,,3,4,,,,,,"",4,4,,,,,,4,,5,,,,,,,,,,"",,,,,,,,,,,,,,"",,,,,,,,,,,,"",4,,4,,,4,4,4,4,4,4,,,4,,4,"",2
156,V,1,0,0,0,0,0,0,0,0,0,0,Genetic counselor,0-5,United States of America,0,0,0,0,0,0,"",Male,2,2,2,2,3,2,3,1,51-100,Many,Some,1-10,Some,No,"",1,3,2,2,2,2,1,"",4,3,2,3,1,5,4,4,5,4,4,4,2,"",4,6,1,5,1,1,2,5,4,6,5,5,4,,3,3,3,4,4,"",2,2,2,2,2,2,2,2,4,4,4,4,4,"",3,3,2,3,3,3,3,3,3,3,3,"",3,2,3,3,4,5,4,4,4,4,3,4,4,4,4,4,"",2
157,V,0,0,0,0,0,0,1,0,0,0,1,Lab director,More than 20,not specified,1,0,0,0,0,1,"",not specified,1,2,1,1,2,2,2,1,More than 100,Many,Some,51-100,Many,Yes,The disease associated genome mutation did not show disease phenotype in knock-in mice. Continue to search novel mutation.,2,2,1,1,2,2,2,"",3,3,5,5,5,5,4,5,3,3,4,3,3,Mutant protein interaction by massspec.,6,5,5,4,4,4,4,5,4,5,6,6,5,6,5,3,3,5,5,"",4,4,4,4,3,3,3,5,5,4,5,5,5,We see clinicians with lack of basic knowledge of genetics. ,5,4,5,5,5,5,5,5,5,5,4,Communication with lab working of have worked on specific disease gene.,3,3,3,3,3,5,3,3,5,4,4,3,5,5,5,4,"Majority of disease variants do not have functional study associated. Yet, lab working on mutant function is rare. Encouragement of performing functional study by increasing funding is necessary to generate more mutant function data. Once function is identified, developing therapeutics will be much easier. There are too many attempts to develop therapeutics without the functional knowledge of how the mutation is affecting the system.  ",2
158,H,0,1,0,0,0,0,0,0,0,0,1,Lab director,16-20,Pakistan,0,0,0,0,0,0,"",Female,1,2,2,2,3,3,3,1,1-10,Some,None,None,None,No,"",2,2,2,1,1,1,1,"",4,5,4,4,3,5,5,5,3,4,4,4,3,"",5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"",3,3,3,3,3,3,3,3,3,3,3,3,3,"",2,2,2,2,2,2,2,4,4,4,4,"",2,2,4,4,4,4,4,4,4,3,4,3,4,4,4,4,"",2
160,H,1,0,0,0,0,0,0,0,0,0,1,Lab director,More than 20,Belgium,1,0,1,0,0,0,"",Male,2,2,1,1,2,2,3,1,More than 100,Very many,Some,11-25,Some,Yes,critical evaluation of data. If both evidence are equal quality this information is not included in final evidence for variant classifcation,2,1,2,2,2,2,2,/,5,4,4,4,2,3,3,3,3,3,3,3,2,"",5,5,1,1,1,1,1,4,1,5,5,5,6,1,6,6,6,1,1,"",4,3,4,3,3,4,4,5,4,4,4,4,3,"",3,5,5,5,4,5,5,3,3,5,5,"",3,3,4,4,5,5,5,5,5,5,5,4,4,4,4,4,"",2
163,H+V,1,0,0,0,0,0,0,0,0,0,1,Lab director,6-10,Germany,0,0,0,0,0,0,"",not specified,2,2,1,,2,2,1,1,More than 100,Very many,Some,26-50,Very many,No,"",2,2,2,2,2,3,3,"",4,4,3,3,3,4,4,3,3,4,3,4,2,"",5,4,5,1,1,1,1,4,1,6,6,6,4,,5,5,5,5,5,"",3,2,2,2,2,3,4,4,3,4,2,2,2,"",4,4,4,3,4,4,4,5,5,4,4,"",3,3,3,3,5,4,5,5,4,5,5,3,4,4,4,5,"",2
164,V,1,0,0,0,0,0,0,0,0,0,0,Research scientist,More than 20,India,0,0,0,0,0,0,"",Female,3,2,1,1,1,2,1,1,1-10,Some,None,None,None,No,"",2,1,1,1,2,3,3,None ,5,5,5,4,3,4,2,3,2,1,1,1,1,Transfection assays of cloned cDNA to generate tagged proteins to assess protein localization in vitro in cell cultures.,6,6,5,5,2,1,1,6,1,6,6,5,1,1,1,1,1,1,1,"Generation of protein models for missense changes using alpha fi=old or suitable homology modelling program. This can help assess the structural impact if any, of the variant.",4,2,5,5,5,5,5,4,3,3,1,1,3,"The major challenge is in generating the evidence in many cases where no such evidence exists.  Functional evidence from experimental work is generally not available.  One has to rely on in silico prediction tools or population frequencies of the variant, ",4,4,4,4,5,5,5,5,5,5,5,None,3,3,4,4,4,4,4,4,5,5,4,4,4,5,5,4,None,2
167,H+V,1,0,0,0,0,0,0,0,0,0,1,Lab director,More than 20,Spain,0,0,0,1,0,0,"",Male,1,2,2,2,2,2,1,1,1-10,Many,Some,1-10,Some,No,"",2,2,2,1,2,2,2,"",3,4,3,3,3,4,4,4,3,4,4,3,2,"",4,4,4,1,1,1,1,3,1,4,1,1,1,1,3,3,3,3,1,"",2,2,2,2,2,2,2,2,2,2,2,2,2,"",3,3,3,3,3,3,3,3,3,3,3,"",2,2,4,4,4,4,2,4,4,4,5,5,5,5,5,5,"",2
168,H,1,0,0,1,0,1,0,0,0,0,1,Laboratory medical geneticist,0-5,France,0,0,0,0,0,0,"",Female,2,3,1,1,2,2,3,1,More than 100,Very many,A moderate amount,1-10,Some,No,"",2,3,2,2,3,3,3,"",4,4,4,4,4,4,4,4,4,4,4,4,4,"",5,5,5,5,1,1,5,5,1,6,5,5,1,5,5,5,5,1,1,"",3,3,3,3,3,3,3,3,3,3,3,3,3,"",5,5,5,5,5,5,5,5,5,5,5,"",4,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5,"",2
171,H,1,0,1,0,0,0,0,0,0,0,0,Laboratory medical geneticist,More than 20,Czechia,0,0,0,0,0,0,"",Male,2,2,2,2,2,3,1,1,More than 100,Some,Some,1-10,Some,Yes,segregation analysis in the relatives,2,1,2,3,3,3,3,"",,,4,,4,5,3,5,4,,4,,3,"",5,5,5,1,1,1,5,1,1,5,5,1,1,,6,6,1,1,1,"",4,4,4,4,4,3,4,2,1,2,4,3,4,"",5,3,4,4,,,,,4,4,2,"",3,3,4,4,4,3,4,4,4,3,4,3,4,4,4,4,"",2
172,H,0,1,0,0,0,0,0,0,0,0,1,Research scientist,16-20,Tunisia,1,0,0,0,0,0,"",Female,2,2,1,1,2,2,2,1,11-25,Many,Very many,1-10,Very many,Yes,"In the context of rare diseases and consanguineous populations, we have previously described extremely rare variants associated with a specific disease phenotype that are common among patients within a family or shared among different patients in unrelated families, which are reported as  (LB). This highlights the need to investigate the reclassification of variants in consanguineous populations, especially as there is an increasing pattern of homozygosity.",3,3,3,2,2,2,2,No thanks,1,2,2,2,2,2,2,2,1,1,1,1,1,"",4,5,5,4,1,1,4,5,4,6,6,6,6,6,6,6,6,6,1,"",3,3,3,4,3,2,5,5,2,2,2,2,2,"",5,5,5,5,3,3,4,4,4,2,3,"",4,4,5,5,4,5,4,4,5,3,4,5,5,5,4,4,"",2
174,H,0,0,0,0,0,1,0,0,0,0,0,Laboratory medical geneticist,11-15,Japan,0,0,0,0,0,1,"",Male,2,2,1,1,2,2,2,1,1-10,None,None,1-10,,No,"",2,2,3,2,2,2,2,"",3,3,4,3,3,4,2,5,3,3,3,3,3,"",4,4,4,3,2,2,2,4,1,4,4,4,4,4,6,6,6,1,1,"",4,3,3,3,4,4,4,5,5,5,3,3,4,"",3,3,4,3,3,3,2,3,2,1,3,"",4,4,3,3,4,5,3,4,5,3,2,4,4,4,4,2,"",2
177,H+V,1,0,0,0,0,0,0,0,0,0,0,Laboratory medical geneticist,More than 20,Netherlands,1,0,0,0,0,0,"",Female,2,,2,,2,2,2,1,More than 100,Many,Some,1-10,Some,Yes,"I have weighed the corresponding papers, and made a calculated decision based on my own interpretation of the results (validity, specificity), taken together with the type of journal, the authors, etc.",3,2,2,2,3,2,2,"",5,4,4,3,2,3,3,3,4,3,3,3,2,"",5,4,4,4,4,4,3,4,1,5,5,5,5,5,5,5,5,5,5,"",3,3,3,3,3,3,3,3,3,4,3,4,3,"",4,4,4,4,3,3,4,4,4,5,4,"",3,4,2,3,4,4,4,4,4,3,4,3,5,4,4,4,"",2
178,H,0,0,0,0,0,0,0,0,0,1,0,Variant review scientist,0-5,United Kingdom,0,0,0,0,0,0,"",not specified,2,1,1,1,2,2,1,1,More than 100,A moderate amount,Some,26-50,Some,Yes,"Either don't use functional evidence at all, or downgrade level of evidence applicable (when classifying using ACGS/ACMG guidelines)",2,1,2,2,1,1,1,"",4,5,4,4,3,3,3,4,2,2,2,1,1,"",6,3,4,2,2,1,2,6,1,6,5,5,1,1,6,5,5,1,1,"",2,2,3,3,2,4,4,4,3,4,2,3,3,"",3,3,3,3,2,3,4,4,4,5,4,"",4,2,3,4,5,5,5,5,5,5,5,4,5,5,5,1,"",2
181,V,1,0,0,0,0,0,0,0,0,0,1,Research scientist,More than 20,United States of America,1,0,0,0,0,0,"",Female,,2,2,1,2,2,2,1,More than 100,Many,Some,,,Yes,Less conflicts and more due to incomplete controls or assays that do not directly assess function. Or due to lack of details about patient phenotypes. Or due to assays that measure something that is hard to directly correlate with the phenotype.,2,2,1,1,2,3,2,"",4,3,,3,3,3,3,3,3,3,3,3,3,"The exact experiments performed impact the confidence in the assay, so the average is 3.",5,4,5,5,5,,4,4,4,6,6,6,6,6,2,2,2,4,4,X-linked IRD specifications for RPGR and RS1.,3,3,3,3,3,3,5,4,3,3,3,3,3,"",2,1,1,3,3,4,4,4,4,5,5,"",3,2,4,4,5,5,3,4,4,4,4,4,4,4,4,4,"",2
184,V,1,0,0,0,0,1,0,0,0,0,0,Laboratory medical geneticist,6-10,Belgium,1,0,0,0,0,0,"",Female,2,2,2,1,2,2,2,1,More than 100,Very many,Some,11-25,A moderate amount,Yes,"",2,2,2,2,2,2,2,"",4,4,3,4,2,2,2,2,2,2,2,2,2,"",4,4,5,1,1,1,3,4,1,5,6,6,6,6,5,6,6,6,6,"",3,3,3,3,4,3,4,4,3,3,3,3,3,"",4,4,2,3,4,4,4,4,4,4,4,"",2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,3,"",2
190,H+V,0,0,0,1,0,0,0,0,0,0,1,Laboratory medical geneticist,11-15,Australia,1,1,0,0,1,1,PanelApp Australia,Female,2,2,2,2,2,2,1,1,More than 100,Many,Some,11-25,A moderate amount,Yes,Classified variant as VOUS unless obvious problem with the data that renders it unusable.,2,2,2,3,2,3,2,What functional evidence is used is driven by what is available: in our setting there has been a lot of additional research funding for functional validation of variants (not necessarily focused on specific disease areas but potentially more generic).,5,5,4,4,3,4,4,4,4,4,,3,3,"",5,5,4,4,4,4,,5,4,5,4,5,4,4,4,4,4,4,4,"",3,3,3,3,3,3,3,3,3,3,3,3,3,"",3,3,3,3,3,3,4,4,4,4,4,"",4,4,3,3,4,5,5,5,5,4,4,3,3,3,3,3,"",2
194,H,1,0,0,0,0,0,0,0,0,0,1,Research scientist,More than 20,United States of America,1,0,0,0,0,0,"",Female,3,2,3,2,3,3,3,1,1-10,A moderate amount,None,None,None,No,"",3,2,2,3,2,2,2,No,1,2,2,2,1,2,2,2,1,1,1,1,1,Cytogenomics -> contributory data,4,3,3,2,2,2,2,2,2,4,4,3,4,3,3,4,3,1,1,No,4,4,4,3,3,4,4,5,3,3,3,3,3,Unknown,3,3,3,3,4,4,4,4,4,4,4,?,2,4,4,4,4,4,3,3,3,3,4,4,4,4,4,3,Not certain with my responses!,2
196,V,1,0,0,0,0,0,0,0,0,0,1,Research scientist,0-5,UK,1,0,0,0,0,0,"",Female,2,2,2,2,2,2,2,1,26-50,Many,Some,1-10,A moderate amount,Yes,MDT discussion,2,2,2,3,2,2,3,"",2,3,2,2,2,2,2,2,2,2,2,2,2,"",4,4,3,1,1,1,3,5,1,4,3,3,3,3,1,1,1,3,1,"",3,3,3,3,3,3,4,1,1,4,2,3,3,"",4,3,3,3,2,3,2,4,4,5,3,"",2,2,3,4,4,3,4,4,3,4,4,3,4,4,4,3,"",2
